dist,n,L,trials,algo,avg_bins,avg_time_ms,avg_ratio
Perfect packing,50,100,50,BFD,50.0,0.323,
Uniform big n,100,100,50,NF,66.64,0.01,
Uniform big n,100,100,50,FF,55.56,0.072,
Uniform big n,100,100,50,BF,54.9,0.095,
Uniform big n,100,100,50,FFD,52.44,0.086,
Uniform big n,100,100,50,BFD,52.44,0.127,
Many small items,100,100,50,NF,41.16,0.01,
Many small items,100,100,50,FF,33.48,0.053,
Many small items,100,100,50,BF,33.34,0.069,
Many small items,100,100,50,FFD,32.5,0.071,
Many small items,100,100,50,BFD,32.5,0.088,
Many large items,100,100,50,NF,80.3,0.01,
Many large items,100,100,50,FF,70.66,0.085,
Many large items,100,100,50,BF,70.34,0.114,
Many large items,100,100,50,FFD,69.54,0.103,
Many large items,100,100,50,BFD,69.54,0.147,
Bimodal,100,100,50,NF,50.72,0.01,
Bimodal,100,100,50,FF,48.34,0.056,
Bimodal,100,100,50,BF,48.14,0.101,
Bimodal,100,100,50,FFD,47.96,0.064,
Bimodal,100,100,50,BFD,47.96,0.15,
Perfect packing,100,100,50,NF,126.62,0.053,
Perfect packing,100,100,50,FF,101.02,0.619,
Perfect packing,100,100,50,BF,100.98,0.704,
Perfect packing,100,100,50,FFD,100.0,1.004,
Perfect packing,100,100,50,BFD,100.0,1.115,
Uniform big n,200,100,50,NF,134.84,0.021,
Uniform big n,200,100,50,FF,110.22,0.254,
Uniform big n,200,100,50,BF,108.76,0.343,
Uniform big n,200,100,50,FFD,105.0,0.286,
Uniform big n,200,100,50,BFD,105.0,0.432,
Many small items,200,100,50,NF,80.82,0.021,
Many small items,200,100,50,FF,64.88,0.179,
Many small items,200,100,50,BF,64.58,0.222,
Many small items,200,100,50,FFD,63.42,0.239,
Many small items,200,100,50,BFD,63.42,0.289,
Many large items,200,100,50,NF,160.3,0.02,
Many large items,200,100,50,FF,141.5,0.292,
Many large items,200,100,50,BF,140.84,0.401,
Many large items,200,100,50,FFD,139.9,0.341,
Many large items,200,100,50,BFD,139.9,0.496,
Bimodal,200,100,50,NF,103.7,0.021,
Bimodal,200,100,50,FF,98.7,0.185,
Bimodal,200,100,50,BF,98.58,0.366,
Bimodal,200,100,50,FFD,98.42,0.206,
Bimodal,200,100,50,BFD,98.42,0.544,
Perfect packing,200,100,50,NF,252.68,0.102,
Perfect packing,200,100,50,FF,201.18,2.273,
Perfect packing,200,100,50,BF,201.02,2.449,
Perfect packing,200,100,50,FFD,200.0,3.676,
Perfect packing,200,100,50,BFD,200.0,4.015,
